No.,Time,Source,Destination,Protocol,Length,Time since previous frame in this TCP stream,Source Port,Destination Port,Sequence Number,Acknowledgment Number,Time to Live,Arrival Time,S7 Communication,Data length,Function,Length.1,Byte Address,Info,label,RF_Predictions,SVM_Predictions,GB_Predictions,LR_Predictions,XGboost_Predictions,NN_Binary_Predictions
19,1.26553,192.168.0.2,192.168.0.1,COTP,61,6.2e-05,50340.0,102.0,519.0,1581.0,128.0,"Jan 24, 2024 15:28:41.925079000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
20,1.579824,192.168.0.2,192.168.0.1,COTP,145,0.314294,50340.0,102.0,526.0,1581.0,128.0,"Jan 24, 2024 15:28:42.239373000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
21,1.580505,192.168.0.2,192.168.0.1,COTP,61,0.000681,50340.0,102.0,617.0,1635.0,128.0,"Jan 24, 2024 15:28:42.240054000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
22,1.581164,192.168.0.2,192.168.0.1,COTP,61,0.000659,50340.0,102.0,624.0,1897.0,128.0,"Jan 24, 2024 15:28:42.240713000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
23,1.6475,192.168.0.2,224.0.0.22,IGMPv3,54,,,,,,1.0,"Jan 24, 2024 15:28:42.307049000 China Standard Time",,,,,,Membership Report / Leave group 224.0.0.252,Normal,0,1,0,1,0,1
24,1.658364,192.168.0.2,224.0.0.22,IGMPv3,54,,,,,,1.0,"Jan 24, 2024 15:28:42.317913000 China Standard Time",,,,,,Membership Report / Join group 224.0.0.252 for any sources,Normal,0,1,0,1,0,1
25,1.659117,192.168.0.2,224.0.0.251,MDNS,81,,,,,,1.0,"Jan 24, 2024 15:28:42.318666000 China Standard Time",,,,,,"Standard query 0x0000 ANY DESKTOP-5756DN0.local, ""QM"" question",Normal,0,1,0,1,0,1
26,1.660346,192.168.0.2,224.0.0.251,MDNS,81,,,,,,1.0,"Jan 24, 2024 15:28:42.319895000 China Standard Time",,,,,,"Standard query 0x0000 ANY DESKTOP-5756DN0.local, ""QM"" question",Normal,0,1,0,1,0,1
27,1.661028,192.168.0.2,224.0.0.251,MDNS,91,,,,,,1.0,"Jan 24, 2024 15:28:42.320577000 China Standard Time",,,,,,Standard query response 0x0000 A 192.168.0.2,Normal,0,1,0,1,0,1
28,1.661291,192.168.0.2,224.0.0.251,MDNS,81,,,,,,1.0,"Jan 24, 2024 15:28:42.320840000 China Standard Time",,,,,,"Standard query 0x0000 ANY DESKTOP-5756DN0.local, ""QM"" question",Normal,0,1,0,1,0,1
29,1.661971,192.168.0.2,224.0.0.252,LLMNR,75,,,,,,1.0,"Jan 24, 2024 15:28:42.321520000 China Standard Time",,,,,,Standard query 0xd5f0 ANY DESKTOP-5756DN0,Normal,0,1,0,1,0,1
30,1.662509,192.168.0.2,224.0.0.251,MDNS,91,,,,,,1.0,"Jan 24, 2024 15:28:42.322058000 China Standard Time",,,,,,Standard query response 0x0000 A 192.168.0.2,Normal,0,1,0,1,0,1
31,1.663136,192.168.0.2,224.0.0.251,MDNS,91,,,,,,1.0,"Jan 24, 2024 15:28:42.322685000 China Standard Time",,,,,,Standard query response 0x0000 A 192.168.0.2,Normal,0,1,0,1,0,1
32,1.824278,192.168.0.2,192.168.0.1,COTP,61,0.911499,50339.0,102.0,22.0,280.0,128.0,"Jan 24, 2024 15:28:42.483827000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
33,1.889164,192.168.0.2,192.168.0.1,COTP,145,0.308,50340.0,102.0,631.0,1897.0,128.0,"Jan 24, 2024 15:28:42.548713000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
34,1.889654,192.168.0.2,192.168.0.1,COTP,61,0.00049,50340.0,102.0,722.0,1951.0,128.0,"Jan 24, 2024 15:28:42.549203000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
35,1.889882,192.168.0.2,192.168.0.1,COTP,61,0.000228,50340.0,102.0,729.0,2213.0,128.0,"Jan 24, 2024 15:28:42.549431000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
36,2.120538,192.168.0.2,224.0.0.22,IGMPv3,54,,,,,,1.0,"Jan 24, 2024 15:28:42.780087000 China Standard Time",,,,,,Membership Report / Join group 224.0.0.252 for any sources,Normal,0,1,0,1,0,1
37,2.135318,PcsCompu_53:3b:4f,LLDP_Multicast,LLDP,152,,,,,,,"Jan 24, 2024 15:28:42.794867000 China Standard Time",,,,,,"LA/windows10 LA/port-001 20 SysN=WINDOWS10 SysD=innotek GmbH VirtualBox,1.2,0 + HMI RTClass3 Port Status = OFF",Abnormal,1,1,1,1,1,1
38,2.201635,192.168.0.2,192.168.0.1,COTP,145,0.311753,50340.0,102.0,736.0,2213.0,128.0,"Jan 24, 2024 15:28:42.861184000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
39,2.202255,192.168.0.2,192.168.0.1,COTP,61,0.00062,50340.0,102.0,827.0,2267.0,128.0,"Jan 24, 2024 15:28:42.861804000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
40,2.202404,192.168.0.2,192.168.0.1,COTP,61,0.000149,50340.0,102.0,834.0,2529.0,128.0,"Jan 24, 2024 15:28:42.861953000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
41,2.504148,192.168.0.2,192.168.0.1,COTP,61,0.301744,50340.0,102.0,841.0,2578.0,128.0,"Jan 24, 2024 15:28:43.163697000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
42,2.512445,192.168.0.2,192.168.0.1,COTP,145,0.008297,50340.0,102.0,848.0,2578.0,128.0,"Jan 24, 2024 15:28:43.171994000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
43,2.512993,192.168.0.2,192.168.0.1,COTP,61,0.000548,50340.0,102.0,939.0,2632.0,128.0,"Jan 24, 2024 15:28:43.172542000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
44,2.513126,192.168.0.2,192.168.0.1,COTP,61,0.000133,50340.0,102.0,946.0,2894.0,128.0,"Jan 24, 2024 15:28:43.172675000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
45,2.74813,192.168.0.2,192.168.0.1,COTP,61,0.923852,50339.0,102.0,29.0,395.0,128.0,"Jan 24, 2024 15:28:43.407679000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
46,2.824094,192.168.0.2,192.168.0.1,COTP,145,0.310968,50340.0,102.0,953.0,2894.0,128.0,"Jan 24, 2024 15:28:43.483643000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
47,2.824624,192.168.0.2,192.168.0.1,COTP,61,0.00053,50340.0,102.0,1044.0,2948.0,128.0,"Jan 24, 2024 15:28:43.484173000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
48,2.824831,192.168.0.2,192.168.0.1,TCP,54,0.000207,50340.0,102.0,1051.0,3210.0,128.0,"Jan 24, 2024 15:28:43.484380000 China Standard Time",,,,,,50340  >  102 [ACK] Seq=1051 Ack=3210 Win=64240 Len=0,Normal,0,0,0,0,0,0
49,2.824865,192.168.0.2,192.168.0.1,COTP,61,3.4e-05,50340.0,102.0,1051.0,3210.0,128.0,"Jan 24, 2024 15:28:43.484414000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
50,3.136613,192.168.0.2,192.168.0.1,COTP,145,0.311748,50340.0,102.0,1058.0,3210.0,128.0,"Jan 24, 2024 15:28:43.796162000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
51,3.137495,192.168.0.2,192.168.0.1,COTP,61,0.000882,50340.0,102.0,1149.0,3264.0,128.0,"Jan 24, 2024 15:28:43.797044000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
52,3.137719,192.168.0.2,192.168.0.1,COTP,61,0.000224,50340.0,102.0,1156.0,3526.0,128.0,"Jan 24, 2024 15:28:43.797268000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
53,3.455587,192.168.0.2,192.168.0.1,COTP,145,0.317868,50340.0,102.0,1163.0,3526.0,128.0,"Jan 24, 2024 15:28:44.115136000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
54,3.45616,192.168.0.2,192.168.0.1,COTP,61,0.000573,50340.0,102.0,1254.0,3580.0,128.0,"Jan 24, 2024 15:28:44.115709000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
55,3.456441,192.168.0.2,192.168.0.1,COTP,61,0.000281,50340.0,102.0,1261.0,3842.0,128.0,"Jan 24, 2024 15:28:44.115990000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
56,3.664008,192.168.0.2,192.168.0.1,COTP,61,0.915878,50339.0,102.0,36.0,510.0,128.0,"Jan 24, 2024 15:28:44.323557000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
57,3.763627,192.168.0.2,192.168.0.1,COTP,145,0.307186,50340.0,102.0,1268.0,3842.0,128.0,"Jan 24, 2024 15:28:44.423176000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
58,3.76419,192.168.0.2,192.168.0.1,COTP,61,0.000563,50340.0,102.0,1359.0,3896.0,128.0,"Jan 24, 2024 15:28:44.423739000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
59,3.764446,192.168.0.2,192.168.0.1,COTP,61,0.000256,50340.0,102.0,1366.0,4158.0,128.0,"Jan 24, 2024 15:28:44.423995000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
60,3.837781,MS-NLB-PhysServer-27_1b:90:35:00,LLDP_Multicast,LLDP,175,,,,,,,"Jan 24, 2024 15:28:44.497330000 China Standard Time",,,,,,"LA/desktop-5756dn0 LA/port-001 20 SysN=DESKTOP-5756DN0 SysD=HP HP Z2 Mini G5 Workstation,,8CN1290FCW + HMI RTClass3 Port Status = OFF",Abnormal,1,1,1,1,1,1
61,4.076897,192.168.0.2,192.168.0.1,COTP,145,0.312451,50340.0,102.0,1373.0,4158.0,128.0,"Jan 24, 2024 15:28:44.736446000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
62,4.077498,192.168.0.2,192.168.0.1,COTP,61,0.000601,50340.0,102.0,1464.0,4212.0,128.0,"Jan 24, 2024 15:28:44.737047000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
63,4.077799,192.168.0.2,192.168.0.1,COTP,61,0.000301,50340.0,102.0,1471.0,4474.0,128.0,"Jan 24, 2024 15:28:44.737348000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
64,4.173292,192.168.0.2,224.0.0.251,MDNS,70,,,,,,1.0,"Jan 24, 2024 15:28:44.832841000 China Standard Time",,,,,,"Standard query 0x0000 A wpad.local, ""QM"" question",Normal,0,1,0,1,0,1
65,4.174304,192.168.0.2,224.0.0.251,MDNS,70,,,,,,1.0,"Jan 24, 2024 15:28:44.833853000 China Standard Time",,,,,,"Standard query 0x0000 AAAA wpad.local, ""QM"" question",Normal,0,1,0,1,0,1
66,4.175466,192.168.0.2,192.168.0.255,NBNS,92,,,,,,128.0,"Jan 24, 2024 15:28:44.835015000 China Standard Time",,,,,,Name query NB WPAD<00>,Normal,0,1,0,1,0,1
67,4.175994,192.168.0.2,224.0.0.251,MDNS,70,,,,,,1.0,"Jan 24, 2024 15:28:44.835543000 China Standard Time",,,,,,"Standard query 0x0000 A wpad.local, ""QM"" question",Normal,0,1,0,1,0,1
68,4.176833,192.168.0.2,224.0.0.251,MDNS,70,,,,,,1.0,"Jan 24, 2024 15:28:44.836382000 China Standard Time",,,,,,"Standard query 0x0000 AAAA wpad.local, ""QM"" question",Normal,0,1,0,1,0,1
69,4.177531,192.168.0.2,224.0.0.252,LLMNR,64,,,,,,1.0,"Jan 24, 2024 15:28:44.837080000 China Standard Time",,,,,,Standard query 0xf9a5 A wpad,Normal,0,1,0,1,0,1
70,4.177656,192.168.0.2,224.0.0.252,LLMNR,64,,,,,,1.0,"Jan 24, 2024 15:28:44.837205000 China Standard Time",,,,,,Standard query 0x0f5d AAAA wpad,Normal,0,1,0,1,0,1
71,4.386799,192.168.0.2,192.168.0.1,COTP,145,0.309,50340.0,102.0,1478.0,4474.0,128.0,"Jan 24, 2024 15:28:45.046348000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
72,4.38751,192.168.0.2,192.168.0.1,COTP,61,0.000711,50340.0,102.0,1569.0,4528.0,128.0,"Jan 24, 2024 15:28:45.047059000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
73,4.388023,192.168.0.2,192.168.0.1,TCP,54,0.000513,50340.0,102.0,1576.0,4790.0,128.0,"Jan 24, 2024 15:28:45.047572000 China Standard Time",,,,,,50340  >  102 [ACK] Seq=1576 Ack=4790 Win=64240 Len=0,Normal,0,0,0,0,0,0
74,4.388148,192.168.0.2,192.168.0.1,COTP,61,0.000125,50340.0,102.0,1576.0,4790.0,128.0,"Jan 24, 2024 15:28:45.047697000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
75,4.578573,192.168.0.2,192.168.0.1,COTP,61,0.914565,50339.0,102.0,43.0,625.0,128.0,"Jan 24, 2024 15:28:45.238122000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
76,4.588014,192.168.0.2,224.0.0.252,LLMNR,64,,,,,,1.0,"Jan 24, 2024 15:28:45.247563000 China Standard Time",,,,,,Standard query 0x0f5d AAAA wpad,Normal,0,1,0,1,0,1
77,4.588014,192.168.0.2,224.0.0.252,LLMNR,64,,,,,,1.0,"Jan 24, 2024 15:28:45.247563000 China Standard Time",,,,,,Standard query 0xf9a5 A wpad,Normal,0,1,0,1,0,1
78,4.701061,192.168.0.2,192.168.0.1,COTP,145,0.312913,50340.0,102.0,1583.0,4790.0,128.0,"Jan 24, 2024 15:28:45.360610000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
79,4.701616,192.168.0.2,192.168.0.1,COTP,61,0.000555,50340.0,102.0,1674.0,4844.0,128.0,"Jan 24, 2024 15:28:45.361165000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
80,4.701818,192.168.0.2,192.168.0.1,COTP,61,0.000202,50340.0,102.0,1681.0,5106.0,128.0,"Jan 24, 2024 15:28:45.361367000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
81,4.926234,192.168.0.2,192.168.0.255,NBNS,92,,,,,,128.0,"Jan 24, 2024 15:28:45.585783000 China Standard Time",,,,,,Name query NB WPAD<00>,Normal,0,1,0,1,0,1
82,5.016643,192.168.0.2,192.168.0.1,COTP,145,0.314825,50340.0,102.0,1688.0,5106.0,128.0,"Jan 24, 2024 15:28:45.676192000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
83,5.017438,192.168.0.2,192.168.0.1,COTP,61,0.000795,50340.0,102.0,1779.0,5160.0,128.0,"Jan 24, 2024 15:28:45.676987000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
84,5.017709,192.168.0.2,192.168.0.1,COTP,61,0.000271,50340.0,102.0,1786.0,5422.0,128.0,"Jan 24, 2024 15:28:45.677258000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
85,5.172987,192.168.0.2,224.0.0.251,MDNS,70,,,,,,1.0,"Jan 24, 2024 15:28:45.832536000 China Standard Time",,,,,,"Standard query 0x0000 A wpad.local, ""QM"" question",Normal,0,1,0,1,0,1
86,5.173904,192.168.0.2,224.0.0.251,MDNS,70,,,,,,1.0,"Jan 24, 2024 15:28:45.833453000 China Standard Time",,,,,,"Standard query 0x0000 AAAA wpad.local, ""QM"" question",Normal,0,1,0,1,0,1
87,5.175832,192.168.0.2,224.0.0.251,MDNS,70,,,,,,1.0,"Jan 24, 2024 15:28:45.835381000 China Standard Time",,,,,,"Standard query 0x0000 A wpad.local, ""QM"" question",Normal,0,1,0,1,0,1
88,5.1768,192.168.0.2,224.0.0.251,MDNS,70,,,,,,1.0,"Jan 24, 2024 15:28:45.836349000 China Standard Time",,,,,,"Standard query 0x0000 AAAA wpad.local, ""QM"" question",Normal,0,1,0,1,0,1
89,5.327953,192.168.0.2,192.168.0.1,COTP,145,0.310244,50340.0,102.0,1793.0,5422.0,128.0,"Jan 24, 2024 15:28:45.987502000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
90,5.328448,192.168.0.2,192.168.0.1,COTP,61,0.000495,50340.0,102.0,1884.0,5476.0,128.0,"Jan 24, 2024 15:28:45.987997000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
91,5.32869,192.168.0.2,192.168.0.1,COTP,61,0.000242,50340.0,102.0,1891.0,5738.0,128.0,"Jan 24, 2024 15:28:45.988239000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
92,5.445211,192.168.0.2,192.168.0.1,COTP,61,0.866638,50339.0,102.0,50.0,674.0,128.0,"Jan 24, 2024 15:28:46.104760000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
93,5.488288,192.168.0.2,192.168.0.1,COTP,61,0.043077,50339.0,102.0,57.0,789.0,128.0,"Jan 24, 2024 15:28:46.147837000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
94,5.638427,192.168.0.2,192.168.0.1,COTP,145,0.309737,50340.0,102.0,1898.0,5738.0,128.0,"Jan 24, 2024 15:28:46.297976000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
95,5.638925,192.168.0.2,192.168.0.1,COTP,61,0.000498,50340.0,102.0,1989.0,5792.0,128.0,"Jan 24, 2024 15:28:46.298474000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
96,5.639193,192.168.0.2,192.168.0.1,COTP,61,0.000268,50340.0,102.0,1996.0,6054.0,128.0,"Jan 24, 2024 15:28:46.298742000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
97,5.67642,192.168.0.2,192.168.0.255,NBNS,92,,,,,,128.0,"Jan 24, 2024 15:28:46.335969000 China Standard Time",,,,,,Name query NB WPAD<00>,Normal,0,1,0,1,0,1
98,5.950782,192.168.0.2,192.168.0.1,COTP,145,0.311589,50340.0,102.0,2003.0,6054.0,128.0,"Jan 24, 2024 15:28:46.610331000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
99,5.951389,192.168.0.2,192.168.0.1,COTP,61,0.000607,50340.0,102.0,2094.0,6108.0,128.0,"Jan 24, 2024 15:28:46.610938000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
100,5.951544,192.168.0.2,192.168.0.1,TCP,54,0.000155,50340.0,102.0,2101.0,6370.0,128.0,"Jan 24, 2024 15:28:46.611093000 China Standard Time",,,,,,50340  >  102 [ACK] Seq=2101 Ack=6370 Win=64240 Len=0,Normal,0,0,0,0,0,0
101,5.951619,192.168.0.2,192.168.0.1,COTP,61,7.5e-05,50340.0,102.0,2101.0,6370.0,128.0,"Jan 24, 2024 15:28:46.611168000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
102,6.263926,192.168.0.2,192.168.0.1,COTP,145,0.312307,50340.0,102.0,2108.0,6370.0,128.0,"Jan 24, 2024 15:28:46.923475000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
103,6.264599,192.168.0.2,192.168.0.1,COTP,61,0.000673,50340.0,102.0,2199.0,6424.0,128.0,"Jan 24, 2024 15:28:46.924148000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
104,6.264811,192.168.0.2,192.168.0.1,COTP,61,0.000212,50340.0,102.0,2206.0,6686.0,128.0,"Jan 24, 2024 15:28:46.924360000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
105,6.402106,192.168.0.2,192.168.0.1,COTP,61,0.913818,50339.0,102.0,64.0,904.0,128.0,"Jan 24, 2024 15:28:47.061655000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
106,6.579255,192.168.0.2,192.168.0.1,COTP,145,0.314444,50340.0,102.0,2213.0,6686.0,128.0,"Jan 24, 2024 15:28:47.238804000 China Standard Time",,,,,,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
107,6.579935,192.168.0.2,192.168.0.1,COTP,61,0.00068,50340.0,102.0,2304.0,6740.0,128.0,"Jan 24, 2024 15:28:47.239484000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
108,6.580156,192.168.0.2,192.168.0.1,COTP,61,0.000221,50340.0,102.0,2311.0,7002.0,128.0,"Jan 24, 2024 15:28:47.239705000 China Standard Time",,,,,,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
