PLC Current cycle time,PLC The shortest cycle time,PLC The longest cycle time,PLC Min runtime,PLC Max runtime,PLC Running Status,Current_time,Pump Speed,SG lEVEL,Year,Month,Day,Hour,Minute,Second,Millisecond,label,CycleTimeDifference,MaxRuntimeRatio,longestimetimeRatio,cycle_maxrun,RF_Predictions,SVM_Predictions,GB_Predictions,LR_Predictions,XGboost_Predictions,NN_Binary_Predictions
1058080,1001561,0,0,2063000,0,30:20.9,100.0,14.40000725,2024,1,23,1,30,20,892,Normal,45582.0,1.9497580523211855,0.0,23378.28529326224,1,0,1,1,0,0
1037430,1001561,0,0,2063000,0,30:20.9,100.0,14.40000725,2024,1,23,1,30,20,899,Normal,20650.0,1.9885679033766133,0.0,10384.357489093554,1,1,1,1,0,0
1040370,1001561,0,0,2063000,0,30:20.9,100.0,14.40000725,2024,1,23,1,30,20,905,Normal,2940.0,1.9829483741361247,0.0,1482.640717401842,0,1,1,1,0,0
1010078,1001561,0,0,2063000,0,30:20.9,100.0,14.40000725,2024,1,23,1,30,20,912,Normal,30292.0,2.042416526248468,0.0,14831.450691226368,1,0,1,1,0,0
1010349,1001561,0,0,2063000,0,30:20.9,100.0,14.40000725,2024,1,23,1,30,20,919,Normal,271.0,2.0418687008152627,0.0,132.7215603490063,0,1,1,1,0,1
1019280,1001561,0,0,2063000,0,30:20.9,100.0,14.40000725,2024,1,23,1,30,20,924,Normal,8931.0,2.023977709755906,0.0,4412.598002908387,1,1,1,1,0,0
1376355,1001561,0,0,2063000,0,30:20.9,100.0,14.40000725,2024,1,23,1,30,20,932,Normal,357075.0,1.4988865517980463,0.0,238226.83549442558,0,0,1,0,0,0
1009911,1001561,0,0,2063000,0,30:20.9,100.0,14.40000725,2024,1,23,1,30,20,938,Normal,366444.0,2.0427542625043196,0.0,179387.21593989336,0,0,1,0,0,0
1010252,1001561,0,0,2063000,0,30:20.9,100.0,14.40000725,2024,1,23,1,30,20,944,Normal,341.0,2.042064752160847,0.0,166.98784876393603,1,1,1,1,0,1
1081726,1001561,0,0,2063000,0,30:20.9,100.0,14.40000725,2024,1,23,1,30,20,950,Normal,71474.0,1.9071372972453282,0.0,37477.113002423655,1,0,1,0,0,0
1036347,1001561,0,0,2063000,0,30:21.0,100.0,14.40000725,2024,1,23,1,30,20,956,Normal,45379.0,1.990645990194404,0.0,22796.117553562774,1,0,1,1,0,0
1010248,1001561,0,0,2063000,0,30:21.0,100.0,14.40000725,2024,1,23,1,30,20,962,Normal,26099.0,2.0420728375606783,0.0,12780.641081919533,1,0,1,1,0,0
1010249,1001561,0,0,2063000,0,30:21.0,100.0,14.40000725,2024,1,23,1,30,20,969,Normal,1.0,2.042070816204718,0.0,0.48969898206495394,1,1,0,1,0,1
1010751,1001561,0,0,2063000,0,30:21.0,100.0,14.40000725,2024,1,23,1,30,20,975,Normal,502.0,2.041056600488152,0.0,245.95104314105672,0,1,1,1,0,1
1054636,1001561,0,0,2063000,0,30:21.0,100.0,14.39942837,2024,1,23,1,30,20,982,Normal,43885.0,1.9561251464960423,0.0,22434.65868153175,1,0,1,1,0,0
1051138,1001561,0,0,2063000,0,30:21.0,100.0,14.39942837,2024,1,23,1,30,20,988,Normal,3498.0,1.9626347824928791,0.0,1782.2979757634512,0,1,1,1,0,0
1019886,1001561,0,0,2063000,0,30:21.0,100.0,14.39942837,2024,1,23,1,30,20,995,Normal,31252.0,2.022775094471343,0.0,15450.061692680561,1,0,1,1,0,0
1014143,1001561,0,0,2063000,0,30:21.0,100.0,14.39942837,2024,1,23,1,30,21,2,Normal,5743.0,2.034229886712229,0.0,2823.1814100824045,1,1,1,1,0,0
1012183,1001561,0,0,2063000,0,30:21.0,100.0,14.39942837,2024,1,23,1,30,21,8,Normal,1960.0,2.038168987228594,0.0,961.6474454677654,0,1,1,1,0,0
1009565,1001561,0,0,2063000,0,30:21.0,100.0,14.39942837,2024,1,23,1,30,21,14,Normal,2618.0,2.043454359055633,0.0,1281.1639214735821,0,1,1,1,0,0
1111570,1001561,0,0,2063000,0,30:21.0,100.0,14.39942837,2024,1,23,1,30,21,21,Normal,102005.0,1.855933499464721,0.0,54961.55979156568,1,0,1,0,0,0
1010538,1001561,0,0,2063000,0,30:21.0,100.0,14.39942837,2024,1,23,1,30,21,26,Normal,101032.0,2.0414868119754033,0.0,49489.42085118759,1,0,1,0,0,0
1113810,1001561,0,0,2063000,0,30:21.0,100.0,14.39942837,2024,1,23,1,30,21,32,Normal,103272.0,1.8522010037618624,0.0,55756.36758119244,1,0,1,0,0,0
1009761,1001561,0,0,2063000,0,30:21.0,100.0,14.39942837,2024,1,23,1,30,21,39,Normal,104049.0,2.043057713656994,0.0,50928.076727581196,1,0,1,0,0,0
1128650,1001561,0,0,2063000,0,30:21.0,100.0,14.39942837,2024,1,23,1,30,21,46,Normal,118889.0,1.8278474283435964,0.0,65043.17491517208,1,0,1,0,0,0
1038247,1001561,0,0,2063000,0,30:21.1,100.0,14.39942837,2024,1,23,1,30,21,53,Normal,90403.0,1.9870030927130056,0.0,45497.16119292293,1,0,1,0,0,0
1017608,1001561,0,0,2063000,0,30:21.1,100.0,14.39942837,2024,1,23,1,30,21,58,Normal,20639.0,2.0273032444713484,0.0,10180.519395055744,1,1,1,1,0,0
1020000,1001561,0,0,2063000,0,30:21.1,100.0,14.39942837,2024,1,23,1,30,21,65,Normal,2392.0,2.022549019607843,0.0,1182.666020358701,0,1,1,1,0,0
1038026,1001561,0,0,2063000,0,30:21.1,100.0,14.39884567,2024,1,23,1,30,21,72,Normal,18026.0,1.987426133834798,0.0,9070.022625302956,1,1,1,1,0,0
1011303,1001561,0,0,2063000,0,30:21.1,100.0,14.39884567,2024,1,23,1,30,21,79,Normal,26723.0,2.039942529588066,0.0,13099.878850702858,1,0,1,1,0,0
1011327,1001561,0,0,2063000,0,30:21.1,100.0,14.39884567,2024,1,23,1,30,21,86,Normal,24.0,2.0398941193105693,0.0,11.765316529326224,0,1,1,1,0,1
1091011,1001561,0,0,2063000,0,30:21.1,100.0,14.39884567,2024,1,23,1,30,21,92,Normal,79684.0,1.89090669113327,0.0,42140.630404265634,1,0,1,0,0,0
1010332,1001561,0,0,2063000,0,30:21.1,100.0,14.39884567,2024,1,23,1,30,21,99,Normal,80679.0,2.041903057608786,0.0,39511.67010567135,1,0,1,0,0,0
1034391,1001561,0,0,2063000,0,30:21.1,100.0,14.39884567,2024,1,23,1,30,21,106,Normal,24059.0,1.9944102375214015,0.0,12063.215253999031,1,0,1,1,0,0
1009557,1001561,0,0,2063000,0,30:21.1,100.0,14.39884567,2024,1,23,1,30,21,113,Normal,24834.0,2.043470551935156,0.0,12152.854356761996,1,0,1,1,0,0
1059701,1001561,0,0,2063000,0,30:21.1,100.0,14.39884567,2024,1,23,1,30,21,119,Normal,50144.0,1.9467755527266652,0.0,25757.463375666506,1,0,1,1,0,0
1097778,1001561,0,0,2063000,0,30:21.1,100.0,14.39884567,2024,1,23,1,30,21,126,Normal,38077.0,1.8792506317306414,0.0,20261.799760542897,1,0,1,1,0,0
1050048,1001561,0,0,2063000,0,30:21.1,100.0,14.39884567,2024,1,23,1,30,21,133,Normal,47730.0,1.9646720911805937,0.0,24294.130412021328,1,0,1,1,0,0
1013483,1001561,0,0,2063000,0,30:21.1,100.0,14.39884567,2024,1,23,1,30,21,139,Normal,36565.0,2.035554617097672,0.0,17963.16330344159,1,0,1,1,0,0
1020012,1001561,0,0,2063000,0,30:21.1,100.0,14.39884567,2024,1,23,1,30,21,145,Normal,6529.0,2.022525225193429,0.0,3228.142679592826,1,1,1,1,0,0
1011413,1001561,0,0,2063000,0,30:21.2,100.0,14.39884567,2024,1,23,1,30,21,151,Normal,8599.0,2.039720668015934,0.0,4215.773333494911,1,1,1,1,0,0
1010699,1001561,0,0,2063000,0,30:21.2,100.0,14.39884567,2024,1,23,1,30,21,158,Normal,714.0,2.0411616119141307,0.0,349.8008172564227,0,1,1,1,0,0
1020267,1001561,0,0,2063000,0,30:21.2,100.0,14.39884567,2024,1,23,1,30,21,165,Normal,9568.0,2.022019726208924,0.0,4731.902402326708,1,1,1,1,0,0
1011076,1001561,0,0,2063000,0,30:21.2,100.0,14.39826107,2024,1,23,1,30,21,177,Normal,9191.0,2.0404005237984086,0.0,4504.5077634512845,1,1,1,1,0,0
1852986,1001561,0,0,2063000,0,30:21.2,100.0,14.39826107,2024,1,23,1,30,21,184,Normal,841910.0,1.113338147185138,0.0,756203.3171400873,0,0,1,0,0,0
1074739,1001561,0,0,2063000,0,30:21.2,100.0,14.39826107,2024,1,23,1,30,21,192,Normal,778247.0,1.9195358128810809,0.0,405434.9988041687,0,0,1,0,0,0
1010676,1001561,0,0,2063000,0,30:21.2,100.0,14.39826107,2024,1,23,1,30,21,200,Normal,64063.0,2.041208062722376,0.0,31384.845655841007,1,0,1,0,0,0
1391410,1001561,0,0,2063000,0,30:21.2,100.0,14.39826107,2024,1,23,1,30,21,212,Normal,380734.0,1.4826686598486427,0.0,256789.6727775085,0,0,1,0,0,0
1010990,1001561,0,0,2063000,0,30:21.2,100.0,14.39826107,2024,1,23,1,30,21,219,Normal,380420.0,2.040574090742737,0.0,186427.92816286962,0,0,1,0,0,0
1022588,1001561,0,0,2063000,0,30:21.2,100.0,14.39826107,2024,1,23,1,30,21,226,Normal,11598.0,2.0174302847285515,0.0,5748.897539505574,1,1,1,1,0,0
1013774,1001561,0,0,2063000,0,30:21.2,100.0,14.39826107,2024,1,23,1,30,21,231,Normal,8814.0,2.034970318828457,0.0,4331.26710421716,1,1,1,1,0,0
1010643,1001561,0,0,2063000,0,30:21.2,100.0,14.39826107,2024,1,23,1,30,21,238,Normal,3131.0,2.0412747132271236,0.0,1533.8454837615125,0,1,1,1,0,0
1038588,1001561,0,0,2063000,0,30:21.2,100.0,14.39826107,2024,1,23,1,30,21,246,Normal,27945.0,1.9863506992185544,0.0,14068.512680562288,1,0,1,1,0,0
1042069,1001561,0,0,2063000,0,30:21.3,100.0,14.39826107,2024,1,23,1,30,21,253,Normal,3481.0,1.9797153547413846,0.0,1758.333586524479,0,1,1,1,0,0
1028224,1001561,0,0,2063000,0,30:21.3,100.0,14.39826107,2024,1,23,1,30,21,260,Normal,13845.0,2.0063721523714677,0.0,6900.5144352884145,1,1,1,1,0,0
1010927,1001561,0,0,2063000,0,30:21.3,100.0,14.39826107,2024,1,23,1,30,21,266,Normal,17297.0,2.0407012573608183,0.0,8476.00791032477,1,1,1,1,0,0
1010692,1001561,0,0,2063000,0,30:21.3,100.0,14.39767265,2024,1,23,1,30,21,273,Normal,235.0,2.041175748892838,0.0,115.12972370334464,1,1,1,1,0,1
1023467,1001561,0,0,2063000,0,30:21.3,100.0,14.39767265,2024,1,23,1,30,21,280,Normal,12775.0,2.015697623860857,0.0,6337.7561439651,1,1,1,1,0,0
1010392,1001561,0,0,2063000,0,30:21.3,100.0,14.39767265,2024,1,23,1,30,21,287,Normal,13075.0,2.0417818034980484,0.0,6403.720504120213,1,1,1,1,0,0
1011163,1001561,0,0,2063000,0,30:21.3,100.0,14.39767265,2024,1,23,1,30,21,294,Normal,771.0,2.0402249686746843,0.0,377.89950218128945,0,1,1,1,0,0
1010616,1001561,0,0,2063000,0,30:21.3,100.0,14.39767265,2024,1,23,1,30,21,301,Normal,547.0,2.041329248695845,0.0,267.9626524478914,0,1,1,1,0,1
1011255,1001561,0,0,2063000,0,30:21.3,100.0,14.39767265,2024,1,23,1,30,21,307,Normal,639.0,2.0400393570365534,0.0,313.2292510906447,0,1,1,1,0,0
1082937,1001561,0,0,2063000,0,30:21.3,100.0,14.39767265,2024,1,23,1,30,21,314,Normal,71682.0,1.9050046309249753,0.0,37628.25498497334,1,0,1,0,0,0
1057433,1001561,0,0,2063000,0,30:21.3,100.0,14.39767265,2024,1,23,1,30,21,321,Normal,25504.0,1.9509510295214922,0.0,13072.598755210858,1,0,1,1,0,0
1040405,1001561,0,0,2063000,0,30:21.3,100.0,14.39767265,2024,1,23,1,30,21,327,Normal,17028.0,1.9828816662741913,0.0,8587.501861366942,1,1,1,1,0,0
1011713,1001561,0,0,2063000,0,30:21.3,100.0,14.39767265,2024,1,23,1,30,21,333,Normal,28692.0,2.039115836210467,0.0,14070.804360639844,1,0,1,1,0,0
1010028,1001561,0,0,2063000,0,30:21.3,100.0,14.39767265,2024,1,23,1,30,21,340,Normal,1685.0,2.042517633174526,0.0,824.9622782355792,0,1,1,1,0,0
1030031,1001561,0,0,2063000,0,30:21.3,100.0,14.39767265,2024,1,23,1,30,21,346,Normal,20003.0,2.0028523413372996,0.0,9987.25646776539,1,1,1,1,0,0
1018803,1001561,0,0,2063000,0,30:21.4,100.0,14.39767265,2024,1,23,1,30,21,353,Normal,11228.0,2.024925329038097,0.0,5544.895823557925,1,1,1,1,0,0
1010935,1001561,0,0,2063000,0,30:21.4,100.0,14.39767265,2024,1,23,1,30,21,359,Normal,7868.0,2.040685108340299,0.0,3855.5679011148814,1,1,1,1,0,0
1010771,1001561,0,0,2063000,0,30:21.4,100.0,14.39767265,2024,1,23,1,30,21,366,Normal,164.0,2.04101621435518,0.0,80.35212990790112,0,1,1,1,0,1
1019838,1001561,0,0,2063000,0,30:21.4,100.0,14.39708233,2024,1,23,1,30,21,373,Normal,9067.0,2.022870299008274,0.0,4482.244859912748,1,1,1,1,0,0
1035593,1001561,0,0,2063000,0,30:21.4,100.0,14.39708233,2024,1,23,1,30,21,380,Normal,15755.0,1.99209535020032,0.0,7908.757981095492,1,1,1,1,0,0
1010965,1001561,0,0,2063000,0,30:21.4,100.0,14.39708233,2024,1,23,1,30,21,386,Normal,24628.0,2.0406245517896267,0.0,12068.854105671353,1,0,1,1,0,0
1009200,1001561,0,0,2063000,0,30:21.4,100.0,14.39708233,2024,1,23,1,30,21,393,Normal,1765.0,2.044193420531114,0.0,863.4212312166748,0,1,1,1,0,0
1011313,1001561,0,0,2063000,0,30:21.4,100.0,14.39708233,2024,1,23,1,30,21,399,Normal,2113.0,2.039922358359875,0.0,1035.8237367910808,0,1,1,1,0,0
1013555,1001561,0,0,2063000,0,30:21.4,100.0,14.39708233,2024,1,23,1,30,21,406,Normal,2242.0,2.0354100172166287,0.0,1101.4979689772176,0,1,1,1,0,0
1379377,1001561,0,0,2063000,0,30:21.4,100.0,14.39708233,2024,1,23,1,30,21,413,Normal,365822.0,1.4956027249983144,0.0,244598.3775540475,0,0,1,0,0,0
1011759,1001561,0,0,2063000,0,30:21.4,100.0,14.39708233,2024,1,23,1,30,21,419,Normal,367618.0,2.0390231270490307,0.0,180291.2360940378,0,0,1,0,0,0
1020946,1001561,0,0,2063000,0,30:21.4,100.0,14.39708233,2024,1,23,1,30,21,426,Normal,9187.0,2.0206749426512274,0.0,4546.500679592826,1,1,1,1,0,0
1009262,1001561,0,0,2063000,0,30:21.4,100.0,14.39708233,2024,1,23,1,30,21,432,Normal,11684.0,2.044067843632278,0.0,5716.052936500242,1,1,1,1,0,0
1048353,1001561,0,0,2063000,0,30:21.4,100.0,14.39708233,2024,1,23,1,30,21,438,Normal,39091.0,1.9678486158765225,0.0,19864.841067862337,1,0,1,1,0,0
1027882,1001561,0,0,2063000,0,30:21.4,100.0,14.39708233,2024,1,23,1,30,21,445,Normal,20471.0,2.0070397185669173,0.0,10199.598847309742,1,1,1,1,0,0
1327483,1001561,0,0,2063000,0,30:21.4,100.0,14.39708233,2024,1,23,1,30,21,450,Normal,299601.0,1.554068865665323,0.0,192784.89301163354,0,0,1,0,0,0
1009655,1001561,0,0,2063000,0,30:21.5,100.0,14.39708233,2024,1,23,1,30,21,457,Normal,317828.0,2.0432722068429316,0.0,155548.53579253514,0,0,1,0,0,0
1010639,1001561,0,0,2063000,0,30:21.5,100.0,14.39708233,2024,1,23,1,30,21,463,Normal,984.0,2.041282792371955,0.0,482.04981871061557,1,1,1,1,0,0
1083599,1001561,0,0,2063000,0,30:21.5,100.0,14.39708233,2024,1,23,1,30,21,470,Normal,72960.0,1.9038408119608823,0.0,38322.531769268055,1,0,1,0,0,0
1112735,1001561,0,0,2063000,0,30:21.5,100.0,14.39708233,2024,1,23,1,30,21,477,Normal,29136.0,1.8539903930405712,0.0,15715.291788657296,1,0,1,1,0,0
1011999,1001561,0,0,2063000,0,30:21.5,100.0,14.39648819,2024,1,23,1,30,21,484,Normal,100736.0,2.0385395637742727,0.0,49415.768911294224,1,0,1,0,0,0
1031346,1001561,0,0,2063000,0,30:21.5,100.0,14.39648819,2024,1,23,1,30,21,490,Normal,19347.0,2.000298638866103,0.0,9672.055774115366,1,1,1,1,0,0
1015029,1001561,0,0,2063000,0,30:21.5,100.0,14.39648819,2024,1,23,1,30,21,498,Normal,16317.0,2.032454245149646,0.0,8028.225008725158,1,1,1,1,0,0
1010163,1001561,0,0,2063000,0,30:21.5,100.0,14.39648819,2024,1,23,1,30,21,504,Normal,4866.0,2.0422446674447587,0.0,2382.6723984488613,0,1,1,1,0,0
1019176,1001561,0,0,2063000,0,30:21.5,100.0,14.39648819,2024,1,23,1,30,21,510,Normal,9013.0,2.0241842429570553,0.0,4452.6579195346585,1,1,1,1,0,0
1092074,1001561,0,0,2063000,0,30:21.5,100.0,14.39648819,2024,1,23,1,30,21,517,Normal,72898.0,1.8890661255555943,0.0,38589.4379311682,1,0,1,0,0,0
1058487,1001561,0,0,2063000,0,30:21.5,100.0,14.39648819,2024,1,23,1,30,21,523,Normal,33587.0,1.9490083487090535,0.0,17232.866150751335,1,0,1,1,0,0
1020989,1001561,0,0,2063000,0,30:21.5,100.0,14.39648819,2024,1,23,1,30,21,529,Normal,37498.0,2.0205898398513598,0.0,18557.94741735337,1,0,1,1,0,0
1010758,1001561,0,0,2063000,0,30:21.5,100.0,14.39648819,2024,1,23,1,30,21,535,Normal,10231.0,2.0410424651598107,0.0,5012.634560349006,1,1,1,1,0,0
1012202,1001561,0,0,2063000,0,30:21.5,100.0,14.39648819,2024,1,23,1,30,21,541,Normal,1444.0,2.0381307288466135,0.0,708.4923354338342,1,1,1,1,0,0
1262748,1001561,0,0,2063000,0,30:21.5,100.0,14.39648819,2024,1,23,1,30,21,547,Normal,250546.0,1.6337384814705704,0.0,153357.46990208435,1,0,1,0,0,0
1011417,1001561,0,0,2063000,0,30:21.6,100.0,14.39648819,2024,1,23,1,30,21,553,Normal,251331.0,2.0397126012317375,0.0,123218.82987251574,1,0,1,0,0,0
1010207,1001561,0,0,2063000,0,30:21.6,100.0,14.39648819,2024,1,23,1,30,21,559,Normal,1210.0,2.042155716600657,0.0,592.5111342704798,1,1,1,1,0,0
1058717,1001561,0,0,2063000,0,30:21.6,100.0,14.39648819,2024,1,23,1,30,21,566,Normal,48510.0,1.948584938184614,0.0,24894.98869122637,1,0,1,1,0,0
1139856,1001561,0,0,2063000,0,30:21.6,100.0,14.39648819,2024,1,23,1,30,21,571,Normal,81139.0,1.809877738942463,0.0,44831.20503344644,1,0,1,0,0,0
1066375,1001561,0,0,2063000,0,30:21.6,100.0,14.39648819,2024,1,23,1,30,21,578,Normal,73481.0,1.9345914898605088,0.0,37982.69577072225,1,0,1,0,0,0
1033864,1001561,0,0,2063000,0,30:21.6,100.0,14.39589214,2024,1,23,1,30,21,585,Normal,32511.0,1.9954268646553126,0.0,16292.754485700436,1,0,1,1,0,0
1009400,1001561,0,0,2063000,0,30:21.6,100.0,14.39589214,2024,1,23,1,30,21,591,Normal,24464.0,2.0437883891420645,0.0,11969.928065923414,1,0,1,1,0,0
1239376,1001561,0,0,2063000,0,30:21.6,100.0,14.39589214,2024,1,23,1,30,21,597,Normal,229976.0,1.6645473205871342,0.0,138161.28694910326,0,0,1,0,0,0
1041490,1001561,0,0,2063000,0,30:21.6,100.0,14.39589214,2024,1,23,1,30,21,604,Normal,197886.0,1.9808159463845068,0.0,99901.2555210858,1,0,1,0,0,0
1010829,1001561,0,0,2063000,0,30:21.6,100.0,14.39589214,2024,1,23,1,30,21,610,Normal,30661.0,2.0408991036070394,0.0,15023.280644207465,1,0,1,1,0,0
1020628,1001561,0,0,2063000,0,30:21.6,100.0,14.39589214,2024,1,23,1,30,21,617,Normal,9799.0,2.021304530152024,0.0,4847.859317498789,1,1,1,1,0,0
