No.,Time,Source,Destination,Protocol,Length,Time since previous frame in this TCP stream,Source Port,Destination Port,Sequence Number,Acknowledgment Number,Time to Live,Arrival Time,S7 Communication,Data length,Function,Length.1,Byte Address,Info,label,RF_Predictions,SVM_Predictions,GB_Predictions,LR_Predictions,XGboost_Predictions,NN_Binary_Predictions
32,1.697425,192.168.0.2,192.168.0.1,COTP,145,0.311897,60414.0,102.0,526.0,1606.0,128.0,"Jan 23, 2024 01:30:14.727920000 China Standard Time",0,0.0,0,0.0,0.0,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
33,1.698371,192.168.0.2,192.168.0.1,TCP,54,0.000946,60414.0,102.0,617.0,1927.0,128.0,"Jan 23, 2024 01:30:14.728866000 China Standard Time",0,0.0,0,0.0,0.0,60414  >  102 [ACK] Seq=617 Ack=1927 Win=63277 Len=0,Normal,0,0,0,0,0,0
34,1.698505,192.168.0.2,192.168.0.1,COTP,61,0.000134,60414.0,102.0,617.0,1927.0,128.0,"Jan 23, 2024 01:30:14.729000000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
35,1.698611,192.168.0.2,192.168.0.1,COTP,61,0.000106,60414.0,102.0,624.0,1927.0,128.0,"Jan 23, 2024 01:30:14.729106000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
36,2.00699,192.168.0.2,192.168.0.1,COTP,145,0.308379,60414.0,102.0,631.0,1927.0,128.0,"Jan 23, 2024 01:30:15.037485000 China Standard Time",0,0.0,0,0.0,0.0,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
37,2.007642,192.168.0.2,192.168.0.1,COTP,61,0.000652,60414.0,102.0,722.0,1982.0,128.0,"Jan 23, 2024 01:30:15.038137000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
38,2.008034,192.168.0.2,192.168.0.1,COTP,61,0.000392,60414.0,102.0,729.0,2248.0,128.0,"Jan 23, 2024 01:30:15.038529000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
39,2.027199,192.168.1.241,192.168.1.1,COTP,61,1.0167,63749.0,102.0,15.0,175.0,128.0,"Jan 23, 2024 01:30:15.057694000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
40,2.02801,192.168.1.241,192.168.1.1,COTP,146,0.000811,63749.0,102.0,22.0,175.0,128.0,"Jan 23, 2024 01:30:15.058505000 China Standard Time",0,0.0,0,0.0,0.0,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
41,2.112637,192.168.0.2,192.168.0.1,COTP,61,0.104603,60414.0,102.0,736.0,2297.0,128.0,"Jan 23, 2024 01:30:15.143132000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
42,2.268594,PcsCompu_53:3b:4f,LLDP_Multicast,LLDP,152,0.0,0.0,0.0,0.0,0.0,0.0,"Jan 23, 2024 01:30:15.299089000 China Standard Time",0,0.0,0,0.0,0.0,"LA/windows10 LA/port-001 20 SysN=WINDOWS10 SysD=innotek GmbH VirtualBox,1.2,0 + HMI RTClass3 Port Status = OFF",Abnormal,1,1,1,1,0,1
43,2.323467,192.168.0.2,192.168.0.1,COTP,145,0.21083,60414.0,102.0,743.0,2297.0,128.0,"Jan 23, 2024 01:30:15.353962000 China Standard Time",0,0.0,0,0.0,0.0,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
44,2.323931,192.168.0.2,192.168.0.1,COTP,61,0.000464,60414.0,102.0,834.0,2352.0,128.0,"Jan 23, 2024 01:30:15.354426000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
45,2.324162,192.168.0.2,192.168.0.1,TCP,54,0.000231,60414.0,102.0,841.0,2618.0,128.0,"Jan 23, 2024 01:30:15.354657000 China Standard Time",0,0.0,0,0.0,0.0,60414  >  102 [ACK] Seq=841 Ack=2618 Win=64240 Len=0,Normal,0,0,0,0,0,0
46,2.324274,192.168.0.2,192.168.0.1,COTP,61,0.000112,60414.0,102.0,841.0,2618.0,128.0,"Jan 23, 2024 01:30:15.354769000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
47,2.344737,192.168.0.2,192.168.0.1,COTP,61,0.916088,60413.0,102.0,22.0,280.0,128.0,"Jan 23, 2024 01:30:15.375232000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
48,2.633927,192.168.0.2,192.168.0.1,COTP,145,0.309653,60414.0,102.0,848.0,2618.0,128.0,"Jan 23, 2024 01:30:15.664422000 China Standard Time",0,0.0,0,0.0,0.0,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
49,2.634506,192.168.0.2,192.168.0.1,COTP,61,0.000579,60414.0,102.0,939.0,2673.0,128.0,"Jan 23, 2024 01:30:15.665001000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
50,2.634765,192.168.0.2,192.168.0.1,COTP,61,0.000259,60414.0,102.0,946.0,2939.0,128.0,"Jan 23, 2024 01:30:15.665260000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
51,2.828338,192.168.0.13,192.168.0.1,TCP,60,0.0,48876.0,102.0,1.0,1.0,64.0,"Jan 23, 2024 01:30:15.858833000 China Standard Time",0,0.0,0,0.0,0.0,48876  >  102 [ACK] Seq=1 Ack=1 Win=64053 Len=0,Abnormal,1,1,1,0,0,1
52,2.945355,192.168.0.2,192.168.0.1,COTP,145,0.31059,60414.0,102.0,953.0,2939.0,128.0,"Jan 23, 2024 01:30:15.975850000 China Standard Time",0,0.0,0,0.0,0.0,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
53,2.945873,192.168.0.2,192.168.0.1,COTP,61,0.000518,60414.0,102.0,1044.0,2994.0,128.0,"Jan 23, 2024 01:30:15.976368000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
54,2.945992,192.168.0.2,192.168.0.1,COTP,61,0.000119,60414.0,102.0,1051.0,3260.0,128.0,"Jan 23, 2024 01:30:15.976487000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
55,3.038485,192.168.1.241,192.168.1.1,COTP,61,1.010475,63749.0,102.0,114.0,262.0,128.0,"Jan 23, 2024 01:30:16.068980000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
56,3.25427,192.168.0.2,192.168.0.1,COTP,61,0.909533,60413.0,102.0,29.0,395.0,128.0,"Jan 23, 2024 01:30:16.284765000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
57,3.258775,192.168.0.2,192.168.0.1,COTP,145,0.312783,60414.0,102.0,1058.0,3260.0,128.0,"Jan 23, 2024 01:30:16.289270000 China Standard Time",0,0.0,0,0.0,0.0,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
58,3.259192,192.168.0.2,192.168.0.1,COTP,61,0.000417,60414.0,102.0,1149.0,3315.0,128.0,"Jan 23, 2024 01:30:16.289687000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
59,3.259445,192.168.0.2,192.168.0.1,COTP,61,0.000253,60414.0,102.0,1156.0,3581.0,128.0,"Jan 23, 2024 01:30:16.289940000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
60,3.316382,MS-NLB-PhysServer-27_1b:90:35:00,LLDP_Multicast,LLDP,175,0.0,0.0,0.0,0.0,0.0,0.0,"Jan 23, 2024 01:30:16.346877000 China Standard Time",0,0.0,0,0.0,0.0,"LA/desktop-5756dn0 LA/port-001 20 SysN=DESKTOP-5756DN0 SysD=HP HP Z2 Mini G5 Workstation,,8CN1290FCW + HMI RTClass3 Port Status = OFF",Abnormal,1,1,1,1,0,1
61,3.573246,192.168.0.2,192.168.0.1,COTP,145,0.313801,60414.0,102.0,1163.0,3581.0,128.0,"Jan 23, 2024 01:30:16.603741000 China Standard Time",0,0.0,0,0.0,0.0,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
62,3.573811,192.168.0.2,192.168.0.1,COTP,61,0.000565,60414.0,102.0,1254.0,3636.0,128.0,"Jan 23, 2024 01:30:16.604306000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
63,3.574105,192.168.0.2,192.168.0.1,COTP,61,0.000294,60414.0,102.0,1261.0,3902.0,128.0,"Jan 23, 2024 01:30:16.604600000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
64,3.884075,192.168.0.2,192.168.0.1,COTP,145,0.30997,60414.0,102.0,1268.0,3902.0,128.0,"Jan 23, 2024 01:30:16.914570000 China Standard Time",0,0.0,0,0.0,0.0,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
65,3.88452,192.168.0.2,192.168.0.1,COTP,61,0.000445,60414.0,102.0,1359.0,3957.0,128.0,"Jan 23, 2024 01:30:16.915015000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
66,3.88464,192.168.0.2,192.168.0.1,TCP,54,0.00012,60414.0,102.0,1366.0,4223.0,128.0,"Jan 23, 2024 01:30:16.915135000 China Standard Time",0,0.0,0,0.0,0.0,60414  >  102 [ACK] Seq=1366 Ack=4223 Win=64240 Len=0,Normal,0,0,0,0,0,0
67,3.884704,192.168.0.2,192.168.0.1,COTP,61,6.4e-05,60414.0,102.0,1366.0,4223.0,128.0,"Jan 23, 2024 01:30:16.915199000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
68,4.050135,192.168.1.241,192.168.1.1,COTP,61,1.01165,63749.0,102.0,121.0,349.0,128.0,"Jan 23, 2024 01:30:17.080630000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
69,4.164555,192.168.0.2,192.168.0.1,COTP,61,0.910285,60413.0,102.0,36.0,510.0,128.0,"Jan 23, 2024 01:30:17.195050000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
70,4.197008,192.168.0.2,192.168.0.1,COTP,145,0.312304,60414.0,102.0,1373.0,4223.0,128.0,"Jan 23, 2024 01:30:17.227503000 China Standard Time",0,0.0,0,0.0,0.0,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
71,4.197465,192.168.0.2,192.168.0.1,COTP,61,0.000457,60414.0,102.0,1464.0,4278.0,128.0,"Jan 23, 2024 01:30:17.227960000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
72,4.197755,192.168.0.2,192.168.0.1,COTP,61,0.00029,60414.0,102.0,1471.0,4544.0,128.0,"Jan 23, 2024 01:30:17.228250000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
73,4.509944,192.168.0.2,192.168.0.1,COTP,145,0.312189,60414.0,102.0,1478.0,4544.0,128.0,"Jan 23, 2024 01:30:17.540439000 China Standard Time",0,0.0,0,0.0,0.0,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
74,4.510438,192.168.0.2,192.168.0.1,COTP,61,0.000494,60414.0,102.0,1569.0,4599.0,128.0,"Jan 23, 2024 01:30:17.540933000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
75,4.510666,192.168.0.2,192.168.0.1,COTP,61,0.000228,60414.0,102.0,1576.0,4865.0,128.0,"Jan 23, 2024 01:30:17.541161000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
76,4.539384,192.168.1.241,192.168.1.1,COTP,61,0.489249,63749.0,102.0,128.0,398.0,128.0,"Jan 23, 2024 01:30:17.569879000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
77,4.821491,192.168.0.2,192.168.0.1,COTP,145,0.310825,60414.0,102.0,1583.0,4865.0,128.0,"Jan 23, 2024 01:30:17.851986000 China Standard Time",0,0.0,0,0.0,0.0,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
78,4.82203,192.168.0.2,192.168.0.1,COTP,61,0.000539,60414.0,102.0,1674.0,4920.0,128.0,"Jan 23, 2024 01:30:17.852525000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
79,4.822232,192.168.0.2,192.168.0.1,COTP,61,0.000202,60414.0,102.0,1681.0,5186.0,128.0,"Jan 23, 2024 01:30:17.852727000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
80,5.063367,192.168.1.241,192.168.1.1,COTP,61,0.523983,63749.0,102.0,135.0,485.0,128.0,"Jan 23, 2024 01:30:18.093862000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
81,5.063729,192.168.1.241,192.168.1.1,COTP,146,0.000362,63749.0,102.0,142.0,485.0,128.0,"Jan 23, 2024 01:30:18.094224000 China Standard Time",0,0.0,0,0.0,0.0,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
82,5.077318,192.168.0.2,192.168.0.1,COTP,61,0.912763,60413.0,102.0,43.0,625.0,128.0,"Jan 23, 2024 01:30:18.107813000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
83,5.133446,192.168.0.2,192.168.0.1,COTP,145,0.311214,60414.0,102.0,1688.0,5186.0,128.0,"Jan 23, 2024 01:30:18.163941000 China Standard Time",0,0.0,0,0.0,0.0,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
84,5.133911,192.168.0.2,192.168.0.1,COTP,61,0.000465,60414.0,102.0,1779.0,5241.0,128.0,"Jan 23, 2024 01:30:18.164406000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
85,5.134114,192.168.0.2,192.168.0.1,COTP,61,0.000203,60414.0,102.0,1786.0,5507.0,128.0,"Jan 23, 2024 01:30:18.164609000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
86,5.448899,192.168.0.2,192.168.0.1,COTP,145,0.314785,60414.0,102.0,1793.0,5507.0,128.0,"Jan 23, 2024 01:30:18.479394000 China Standard Time",0,0.0,0,0.0,0.0,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
87,5.449333,192.168.0.2,192.168.0.1,COTP,61,0.000434,60414.0,102.0,1884.0,5562.0,128.0,"Jan 23, 2024 01:30:18.479828000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
88,5.449493,192.168.0.2,192.168.0.1,TCP,54,0.00016,60414.0,102.0,1891.0,5828.0,128.0,"Jan 23, 2024 01:30:18.479988000 China Standard Time",0,0.0,0,0.0,0.0,60414  >  102 [ACK] Seq=1891 Ack=5828 Win=64240 Len=0,Normal,0,0,0,0,0,0
89,5.449532,192.168.0.2,192.168.0.1,COTP,61,3.9e-05,60414.0,102.0,1891.0,5828.0,128.0,"Jan 23, 2024 01:30:18.480027000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
90,5.759528,192.168.0.2,192.168.0.1,COTP,145,0.309996,60414.0,102.0,1898.0,5828.0,128.0,"Jan 23, 2024 01:30:18.790023000 China Standard Time",0,0.0,0,0.0,0.0,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
91,5.759979,192.168.0.2,192.168.0.1,COTP,61,0.000451,60414.0,102.0,1989.0,5883.0,128.0,"Jan 23, 2024 01:30:18.790474000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
92,5.76021,192.168.0.2,192.168.0.1,COTP,61,0.000231,60414.0,102.0,1996.0,6149.0,128.0,"Jan 23, 2024 01:30:18.790705000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
93,5.862005,192.168.1.241,192.168.1.1,COTP,163,0.798276,63749.0,102.0,234.0,485.0,128.0,"Jan 23, 2024 01:30:18.892500000 China Standard Time",0,0.0,0,0.0,0.0,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
94,5.862499,192.168.1.241,192.168.1.1,COTP,61,0.000494,63749.0,102.0,343.0,556.0,128.0,"Jan 23, 2024 01:30:18.892994000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
95,5.986036,192.168.0.2,192.168.0.1,COTP,61,0.908718,60413.0,102.0,50.0,740.0,128.0,"Jan 23, 2024 01:30:19.016531000 China Standard Time",0,0.0,0,0.0,0.0,"DT TPDU (0) [COTP fragment, 0 bytes]",Normal,0,0,0,0,0,0
96,6.069265,192.168.0.2,192.168.0.1,COTP,145,0.309055,60414.0,102.0,2003.0,6149.0,128.0,"Jan 23, 2024 01:30:19.099760000 China Standard Time",0,0.0,0,0.0,0.0,DT TPDU (0) EOT,Normal,0,0,0,0,0,0
